   9.99999978E-03 ,  0.160000011     ,   9.99999978E-03
   8.50000009E-02 ,  0.460000008     ,  0.160000011    
  0.160000011     ,  0.610000014     ,  0.235000014    
  0.235000014     ,  0.760000050     ,  0.310000002    
  0.310000002     ,  0.835000038     ,  0.385000020    
  0.385000020     ,  0.985000014     ,  0.460000008    
  0.460000008     ,   1.06000006     ,  0.535000026    
  0.535000026     ,   1.21000004     ,  0.610000014    
  0.610000014     ,   1.28500009     ,  0.610000014    
  0.685000002     ,   1.43500006     ,  0.685000002    
  0.760000050     ,   1.51000011     ,  0.760000050    
  0.835000038     ,   1.58500004     ,  0.835000038    
  0.910000026     ,   1.66000009     ,  0.910000026    
  0.985000014     ,   1.81000006     ,  0.985000014    
   1.06000006     ,   1.88500011     ,   1.06000006    
   1.13499999     ,   1.96000004     ,   1.13499999    
   1.21000004     ,   2.03500009     ,   1.21000004    
   1.28500009     ,   2.18500018     ,   1.28500009    
   1.36000001     ,   2.25999999     ,   1.36000001    
   1.43500006     ,   2.33500004     ,   1.36000001    
   1.51000011     ,   2.41000009     ,   1.43500006    
   1.58500004     ,   2.48500013     ,   1.51000011    
   1.66000009     ,   2.56000018     ,   1.58500004    
   1.73500001     ,   2.71000004     ,   1.66000009    
   1.81000006     ,   2.78500009     ,   1.73500001    
   1.88500011     ,   2.86000013     ,   1.81000006    
   1.96000004     ,   2.93500018     ,   1.88500011    
   2.03500009     ,   3.01000023     ,   1.96000004    
   2.11000013     ,   3.08500004     ,   2.03500009    
   2.18500018     ,   3.16000009     ,   2.11000013    
   2.25999999     ,   3.31000018     ,   2.18500018    
   2.33500004     ,   3.38500023     ,   2.25999999    
   2.41000009     ,   3.46000004     ,   2.33500004    
   2.48500013     ,   3.53500009     ,   2.41000009    
   2.56000018     ,   3.61000013     ,   2.48500013    
   2.63499999     ,   3.68500018     ,   2.56000018    
   2.71000004     ,   3.76000023     ,   2.63499999    
   2.78500009     ,   3.83500004     ,   2.63499999    
   2.86000013     ,   3.91000009     ,   2.71000004    
   2.93500018     ,   3.98500013     ,   2.78500009    
   3.01000023     ,   4.13500023     ,   2.86000013    
   3.08500004     ,   4.21000004     ,   2.93500018    
   3.16000009     ,   4.28500032     ,   3.01000023    
   3.23500013     ,   4.36000013     ,   3.08500004    
   3.31000018     ,   4.43499994     ,   3.16000009    
   3.38500023     ,   4.51000023     ,   3.23500013    
   3.46000004     ,   4.58500004     ,   3.31000018    
   3.53500009     ,   4.66000032     ,   3.38500023    
   3.61000013     ,   4.73500013     ,   3.46000004    
   3.68500018     ,   4.81000042     ,   3.53500009    
   3.76000023     ,   4.88500023     ,   3.61000013    
   3.83500004     ,   4.96000004     ,   3.68500018    
   3.91000009     ,   5.03500032     ,   3.68500018    
   3.98500013     ,   5.11000013     ,   3.76000023    
   4.05999994     ,   5.26000023     ,   3.83500004    
   4.13500023     ,   5.33500004     ,   3.91000009    
   4.21000004     ,   5.41000032     ,   3.98500013    
   4.28500032     ,   5.48500013     ,   4.05999994    
   4.36000013     ,   5.56000042     ,   4.13500023    
   4.43499994     ,   5.63500023     ,   4.21000004    
   4.51000023     ,   5.71000004     ,   4.28500032    
   4.58500004     ,   5.78500032     ,   4.36000013    
   4.66000032     ,   5.86000013     ,   4.43499994    
   4.73500013     ,   5.93500042     ,   4.51000023    
   4.81000042     ,   6.01000023     ,   4.58500004    
   4.88500023     ,   6.08500004     ,   4.66000032    
   4.96000004     ,   6.16000032     ,   4.73500013    
   5.03500032     ,   6.23500013     ,   4.73500013    
   5.11000013     ,   6.31000042     ,   4.81000042    
   5.18500042     ,   6.38500023     ,   4.88500023    
   5.26000023     ,   6.46000004     ,   4.96000004    
   5.33500004     ,   6.53500032     ,   5.03500032    
   5.41000032     ,   6.61000013     ,   5.11000013    
   5.48500013     ,   6.68500042     ,   5.18500042    
   5.56000042     ,   6.83500004     ,   5.26000023    
   5.63500023     ,   6.91000032     ,   5.33500004    
   5.71000004     ,   6.98500013     ,   5.41000032    
   5.78500032     ,   7.06000042     ,   5.48500013    
   5.86000013     ,   7.13500023     ,   5.56000042    
   5.93500042     ,   7.21000051     ,   5.63500023    
   6.01000023     ,   7.28500032     ,   5.71000004    
   6.08500004     ,   7.36000013     ,   5.78500032    
   6.16000032     ,   7.43500042     ,   5.78500032    
   6.23500013     ,   7.51000023     ,   5.86000013    
   6.31000042     ,   7.58500051     ,   5.93500042    
   6.38500023     ,   7.66000032     ,   6.01000023    
   6.46000004     ,   7.73500013     ,   6.08500004    
   6.53500032     ,   7.81000042     ,   6.16000032    
   6.61000013     ,   7.88500023     ,   6.23500013    
   6.68500042     ,   7.96000051     ,   6.31000042    
   6.76000023     ,   8.03499985     ,   6.38500023    
   6.83500004     ,   8.11000061     ,   6.46000004    
   6.91000032     ,   8.18500042     ,   6.53500032    
   6.98500013     ,   8.26000023     ,   6.61000013    
   7.06000042     ,   8.33500004     ,   6.68500042    
   7.13500023     ,   8.41000080     ,   6.76000023    
   7.21000051     ,   8.48500061     ,   6.83500004    
   7.28500032     ,   8.56000042     ,   6.83500004    
   7.36000013     ,   8.63500023     ,   6.91000032    
   7.43500042     ,   8.71000004     ,   6.98500013    
   7.51000023     ,   8.78500080     ,   7.06000042    
