k,l,r,w
3.3607679701787254,0.3432165079142799,0.023588295537764453,1.4551015523754134
3.4646046789640286,0.3723924154626232,0.026370348124336807,1.4285485468683328
3.5608980024772183,0.37073119280038574,0.02462569360041425,1.4450408353464892
3.649046031354946,0.3695555626923321,0.023142438531983597,1.459485650045914
3.731396335288477,0.36873065374037284,0.0218462400184639,1.4724424971106933
3.8076641906286683,0.3680707366077937,0.02070064339325771,1.4841637493254478
3.878615096842693,0.36750677304090856,0.01967448145615079,1.494885932405403
3.944872772410369,0.3670580941641828,0.01875382485099962,1.5046910039812502
4.005835399834176,0.3665266325681788,0.01791237807395009,1.5138104425781105
4.063189335965802,0.3664208351348772,0.017192460619521094,1.5217358002072323
4.116567994058997,0.36631390262578833,0.016536058027937228,1.5290632656773357
4.165783398586473,0.36621787461869265,0.01594338075790347,1.535764225954677
4.21129310798547,0.36610687220528443,0.015402482436366285,1.5419514717547613
4.253705973151305,0.3659478627357534,0.014899620888338627,1.5477661514230014
4.293141359600415,0.3659844569519116,0.014463332867951512,1.5528606713534712
4.329570854125786,0.3659978702956376,0.014063472999250148,1.5575709530470705
4.362788939881472,0.3659802685716058,0.0136998018656493,1.561889572563727
4.3930993972081,0.3659570517349127,0.013370979797516766,1.5658231203444712
4.4201327030019755,0.3659785480882877,0.013086220981000887,1.5692518819145855
4.444023389954688,0.36601635985571135,0.01283933364515115,1.5722415737816118
4.464906330901346,0.36599798161413266,0.012618781453088979,1.5749257808461614
4.483144398746462,0.3660244106254489,0.01243291898257716,1.5771977100493393
4.498670474589452,0.36600255864683584,0.012270067728917103,1.5791958569454179
4.512816501690867,0.36606875897077573,0.012133348950017914,1.5808788048044953
4.5253088031702235,0.3659897026708745,0.011995891569345274,1.5825758765378124
4.536484378767502,0.3659867029705013,0.011881953060592546,1.583986422471918
4.546341830115899,0.365947448736957,0.011777239011757937,1.5852858547892197
4.555155025165649,0.3659220550916184,0.011685145726498342,1.586431122231007
4.562889757486783,0.365899808121957,0.011604565276865528,1.5874351040670271
4.56974871237654,0.3658933805031162,0.011534958604630843,1.588303781701781
4.575784453881986,0.3658785063202775,0.011472694914623521,1.5890819401908924
4.581089539894955,0.3658851470048686,0.011420541790239339,1.5897345545955879
4.5858807331537825,0.3658571255883095,0.011369278878635009,1.5903767554546144
4.590142694747335,0.3658425012647017,0.011325036429078478,1.5909315865500318
4.593996688917192,0.3658539878153108,0.011288168077040944,1.5913943522686904
4.5974641305559025,0.3658316295957036,0.011250966217979289,1.591861683312262
4.600554865437506,0.36582949424921984,0.01122006114773455,1.5922502038941935
4.603294296547071,0.3658198834574438,0.01119173596390688,1.592606523074772
4.60577664410408,0.36580952642771547,0.011165887397228583,1.592931880792108
4.607984664098746,0.3658096008267362,0.011144070299125175,1.5932066378625067
4.609967103138901,0.3658034486960064,0.011123722876734549,1.5934630050138836
4.611762959706013,0.365805931697229,0.011106305006120296,1.5936825523598577
4.613405750382519,0.3658018292686686,0.01108958873444156,1.5938933352847828
4.614899792331365,0.3657896489970745,0.011073343786381154,1.594098249292824
4.616221670402908,0.3657641416570647,0.011057146337303758,1.5943026370221567
4.617346780766355,0.36576311550611074,0.01104593699535189,1.5944441248810843
4.618366352178926,0.36576736768279167,0.011036427094821152,1.59456418920467
4.6192985258013906,0.36576229384417847,0.011026621696499941,1.5946880105449959
4.620098824503374,0.36575926941894965,0.01101837149658104,1.5947922137274904
4.620795071545637,0.3657543814653051,0.011010915427645415,1.5948864030042273
4.621400732460371,0.36575396092909396,0.011004906950963539,1.5949623167219924
4.621950226817907,0.36574810369043764,0.010998776511885036,1.5950397817115904
4.622426365536776,0.36574678463579147,0.010993932038745949,1.595101004468904
4.622847151570417,0.36574483983931155,0.010989554648283953,1.5951563300129186
4.623227019097836,0.3657471005831357,0.010986102381518564,1.5951999667405117
4.623546022922998,0.3657429734216916,0.010982455169346941,1.5952460711845273
4.623835491230729,0.3657473515666191,0.010980154921456792,1.5952751505435838
4.624099988626046,0.36574564501237233,0.010977344510881323,1.5953106812947784
4.624334547910082,0.3657428285730596,0.010974690590351707,1.5953442356311225
4.624541475938307,0.3657439920060749,0.010972802546805521,1.5953681079418607
4.624724372222937,0.3657425262240446,0.01097082414963095,1.5953931237431926
4.624885231301663,0.3657416047900273,0.010969129901465771,1.5954145474944843
4.625041258397462,0.36574542910491065,0.01096807254510715,1.5954279181601778
4.625182497001129,0.365746600845151,0.010966831073955907,1.5954436174234141
4.625304626486825,0.3657467305642796,0.010965647910485807,1.595458579744975
4.625419416125557,0.36574653842177046,0.010964496900976978,1.5954731358205905
4.62552382143132,0.36574595696318235,0.010963399555113107,1.5954870135901673
4.625613759551421,0.3657454100773138,0.01096244858600988,1.5954990404525544
4.625692591482798,0.3657445911606411,0.010961572909242531,1.595510115318957
4.625752291619463,0.36574499148252154,0.010961036483432399,1.595516899713341
